position_id,market_id,question,entry_timestamp,entry_price,side,size,entry_ev,entry_z,current_ev,current_z,peak_ev,regime,exit_timestamp,exit_price,exit_reason,exit_rule,pnl,pnl_pct,hold_time_days
BT_516715_2025-10-24 16:54:48.262736,516715,Ukraine joins NATO in 2025?,2025-10-24 16:54:48.262736,0.579540384648691,YES,733.8291536044914,0.1590807692973819,1.590807692973819,0.1590807692973819,1.590807692973819,0.1590807692973819,information,2025-10-24 16:54:48.262736,0.5,Stop loss (-13.7%),stop_loss,-100.71611002485537,-0.13724735455132636,0.0
BT_516719_2025-10-24 16:54:56.839680,516719,Russia x Ukraine ceasefire in 2025?,2025-10-24 16:54:56.839680,0.5280026508605442,YES,255.5284650145749,0.05600530172108842,0.5600530172108842,0.05600530172108842,0.5600530172108842,0.05600530172108842,information,2025-10-24 16:54:56.839680,0.5,Z-reversion (0.56 < 0.80),z_reversion,-13.551966792348221,-0.05303505733333952,0.0
BT_516724_2025-10-24 16:55:05.697357,516724,Will 1 Fed rate cut happen in 2025?,2025-10-24 16:55:05.697357,0.6053107440755502,YES,959.5494525848906,0.21062148815110038,2.106214881511004,0.21062148815110038,2.106214881511004,0.21062148815110038,information,2025-10-24 16:55:05.697357,0.5,Stop loss (-17.4%),stop_loss,-166.94048109674608,-0.17397798586308608,0.0
BT_516729_2025-10-24 16:55:20.671349,516729,Will 8+ Fed rate cuts happen in 2025?,2025-10-24 16:55:20.671349,0.6060302334478448,YES,948.4044142920604,0.21206046689568958,2.120604668956896,0.21206046689568958,2.120604668956896,0.21206046689568958,information,2025-10-24 16:55:20.671349,0.5,Stop loss (-17.5%),stop_loss,-165.93155902181218,-0.1749586532087921,0.0
BT_516706_2025-10-24 16:56:46.073391,516706,Fed rate hike in 2025?,2025-10-24 16:56:46.073391,0.5442666240283566,YES,388.6046823574163,0.08853324805671314,0.8853324805671314,0.08853324805671314,0.8853324805671314,0.08853324805671314,information,2025-10-24 16:56:46.073391,0.5,Stop loss (-8.1%),stop_loss,-31.606232331965362,-0.08133260808961576,0.0
BT_516716_2025-10-24 16:57:05.582882,516716,Khamenei out as Supreme Leader of Iran in 2025?,2025-10-24 16:57:05.582882,0.609346326916981,YES,956.465711814924,0.21869265383396197,2.1869265383396197,0.21869265383396197,2.1869265383396197,0.21869265383396197,information,2025-10-24 16:57:05.582882,0.5,Stop loss (-17.9%),stop_loss,-171.63640410890125,-0.17944856986374946,0.0
BT_516721_2025-10-24 16:57:17.002468,516721,Netanyahu out by 2025?,2025-10-24 16:57:17.002468,0.5286108697854889,YES,245.35211481934752,0.05722173957097776,0.5722173957097776,0.05722173957097776,0.5722173957097776,0.05722173957097776,information,2025-10-24 16:57:17.002468,0.5,Z-reversion (0.57 < 0.80),z_reversion,-13.279593383199419,-0.05412463386744055,0.0
BT_516710_2025-10-24 16:59:02.287496,516710,US recession in 2025?,2025-10-24 16:59:02.287496,0.5491595068096935,YES,420.91384677418074,0.098319013619387,0.98319013619387,0.098319013619387,0.98319013619387,0.098319013619387,information,2025-10-24 16:59:02.287496,0.5,Stop loss (-9.0%),stop_loss,-37.679247759904904,-0.08951771971550208,0.0
BT_516715_2025-10-24 16:59:16.129776,516715,Ukraine joins NATO in 2025?,2025-10-24 16:59:16.129776,0.5652257584772986,YES,556.0187530758251,0.13045151695459722,1.3045151695459722,0.13045151695459722,1.3045151695459722,0.13045151695459722,information,2025-10-24 16:59:16.129776,0.5,Stop loss (-11.5%),stop_loss,-64.1632911328635,-0.11539771055907797,0.0
BT_516725_2025-10-24 16:59:36.659231,516725,Will 2 Fed rate cuts happen in 2025?,2025-10-24 16:59:36.659231,0.5732093874797172,YES,619.3780605164959,0.14641877495943434,1.4641877495943434,0.14641877495943434,1.4641877495943434,0.14641877495943434,information,2025-10-24 16:59:36.659231,0.5,Stop loss (-12.8%),stop_loss,-79.1059766626595,-0.12771840287125036,0.0
BT_516730_2025-10-24 16:59:50.638647,516730,Will 7 Fed rate cuts happen in 2025?,2025-10-24 16:59:50.638647,0.5553837372984443,YES,464.1853882231487,0.11076747459688852,1.1076747459688852,0.11076747459688852,1.1076747459688852,0.11076747459688852,information,2025-10-24 16:59:50.638647,0.5,Stop loss (-10.0%),stop_loss,-46.289294901180114,-0.0997215683121145,0.0
BT_516715_2025-10-24 17:01:30.617842,516715,Ukraine joins NATO in 2025?,2025-10-24 17:01:30.617842,0.6070002585514152,YES,891.8438005143137,0.2140005171028303,2.140005171028303,0.2140005171028303,2.140005171028303,0.2140005171028303,information,2025-10-24 17:01:30.617842,0.5,Stop loss (-17.6%),stop_loss,-157.21165831171587,-0.17627712186938355,0.0
BT_516724_2025-10-24 17:01:48.060946,516724,Will 1 Fed rate cut happen in 2025?,2025-10-24 17:01:48.060946,0.5620512234059212,YES,507.439826019485,0.12410244681184235,1.2410244681184235,0.12410244681184235,1.2410244681184235,0.12410244681184235,information,2025-10-24 17:01:48.060946,0.5,Stop loss (-11.0%),stop_loss,-56.0220504789406,-0.11040136703182109,0.0
BT_516727_2025-10-24 17:01:56.657398,516727,Will 4 Fed rate cuts happen in 2025?,2025-10-24 17:01:56.657398,0.5693338075519601,YES,563.1108073670898,0.13866761510392012,1.3866761510392012,0.13866761510392012,1.3866761510392012,0.13866761510392012,information,2025-10-24 17:01:56.657398,0.5,Stop loss (-12.2%),stop_loss,-68.57596691174086,-0.12178059098595216,0.0
BT_516729_2025-10-24 17:02:02.310578,516729,Will 8+ Fed rate cuts happen in 2025?,2025-10-24 17:02:02.310578,0.55575821450871,YES,449.029765533684,0.11151642901741998,1.1151642901741998,0.11151642901741998,1.1151642901741998,0.11151642901741998,information,2025-10-24 17:02:02.310578,0.5,Stop loss (-10.0%),stop_loss,-45.050342637860396,-0.1003281877857626,0.0
BT_516730_2025-10-24 17:02:05.213437,516730,Will 7 Fed rate cuts happen in 2025?,2025-10-24 17:02:05.213437,0.5299631767145181,YES,239.94837406446172,0.05992635342903618,0.5992635342903618,0.05992635342903618,0.5992635342903618,0.05992635342903618,information,2025-10-24 17:02:05.213437,0.5,Z-reversion (0.60 < 0.80),z_reversion,-13.566254884021266,-0.0565382238446705,0.0
BT_516716_2025-10-24 17:03:48.044940,516716,Khamenei out as Supreme Leader of Iran in 2025?,2025-10-24 17:03:48.044940,0.5686038720870341,YES,548.4565625763126,0.13720774417406822,1.3720774417406822,0.13720774417406822,1.3720774417406822,0.13720774417406822,information,2025-10-24 17:03:48.044940,0.5,Stop loss (-12.1%),stop_loss,-66.17303488661516,-0.12065319188774916,0.0
BT_516726_2025-10-24 17:04:07.631286,516726,Will 3 Fed rate cuts happen in 2025?,2025-10-24 17:04:07.631286,0.596770062617892,YES,767.2287976238853,0.193540125235784,1.93540125235784,0.193540125235784,1.93540125235784,0.193540125235784,information,2025-10-24 17:04:07.631286,0.5,Stop loss (-16.2%),stop_loss,-124.4110310470648,-0.16215636252492988,0.0
BT_516727_2025-10-24 17:04:10.421174,516727,Will 4 Fed rate cuts happen in 2025?,2025-10-24 17:04:10.421174,0.5702420675956159,YES,548.1661671483316,0.14048413519123182,1.4048413519123182,0.14048413519123182,1.4048413519123182,0.14048413519123182,information,2025-10-24 17:04:10.421174,0.5,Stop loss (-12.3%),stop_loss,-67.52277173940091,-0.12317938571558998,0.0
BT_516728_2025-10-24 17:04:13.362344,516728,Will 5 Fed rate cuts happen in 2025?,2025-10-24 17:04:13.362344,0.5889425434878474,YES,688.0982543329886,0.17788508697569472,1.7788508697569472,0.17788508697569472,1.7788508697569472,0.17788508697569472,information,2025-10-24 17:04:13.362344,0.5,Stop loss (-15.1%),stop_loss,-103.917113115104,-0.1510207480701089,0.0
BT_516706_2025-10-24 17:05:42.068675,516706,Fed rate hike in 2025?,2025-10-24 17:05:42.068675,0.5546938024108224,YES,417.45145466051264,0.10938760482164489,1.093876048216449,0.10938760482164489,1.093876048216449,0.10938760482164489,information,2025-10-24 17:05:42.068675,0.5,Stop loss (-9.9%),stop_loss,-41.16146111256248,-0.09860179106582953,0.0
BT_516713_2025-10-24 17:05:53.339481,516713,USDT depeg in 2025?,2025-10-24 17:05:53.339481,0.531567243522203,YES,239.6382139583592,0.06313448704440594,0.6313448704440594,0.06313448704440594,0.6313448704440594,0.06313448704440594,information,2025-10-24 17:05:53.339481,0.5,Z-reversion (0.63 < 0.80),z_reversion,-14.230970680444747,-0.05938523095034249,0.0
BT_516706_2025-10-24 17:07:55.953419,516706,Fed rate hike in 2025?,2025-10-24 17:07:55.953419,0.5493375259830431,YES,373.836650590637,0.09867505196608617,0.9867505196608617,0.09867505196608617,0.9867505196608617,0.09867505196608617,information,2025-10-24 17:07:55.953419,0.5,Stop loss (-9.0%),stop_loss,-33.575305872147325,-0.08981277201981287,0.0
BT_516715_2025-10-24 17:08:13.010053,516715,Ukraine joins NATO in 2025?,2025-10-24 17:08:13.010053,0.5296010984667171,YES,223.29738669886706,0.059202196933434204,0.592021969334342,0.059202196933434204,0.592021969334342,0.059202196933434204,information,2025-10-24 17:08:13.010053,0.5,Z-reversion (0.59 < 0.80),z_reversion,-12.480804798499047,-0.05589319688425342,0.0
BT_516716_2025-10-24 17:08:15.728945,516716,Khamenei out as Supreme Leader of Iran in 2025?,2025-10-24 17:08:15.728945,0.5274930418304102,YES,207.05201932168603,0.05498608366082047,0.5498608366082047,0.05498608366082047,0.5498608366082047,0.05498608366082047,information,2025-10-24 17:08:15.728945,0.5,Z-reversion (0.55 < 0.80),z_reversion,-10.79159226163246,-0.0521201980883177,0.0
BT_516725_2025-10-24 17:08:32.490164,516725,Will 2 Fed rate cuts happen in 2025?,2025-10-24 17:08:32.490164,0.5323679510776957,YES,243.41599980601185,0.06473590215539149,0.6473590215539149,0.06473590215539149,0.6473590215539149,0.06473590215539149,information,2025-10-24 17:08:32.490164,0.5,Z-reversion (0.65 < 0.80),z_reversion,-14.799683484514484,-0.060799961778638036,0.0
BT_516728_2025-10-24 17:08:40.802528,516728,Will 5 Fed rate cuts happen in 2025?,2025-10-24 17:08:40.802528,0.5341209841759433,YES,256.09431679176475,0.06824196835188667,0.6824196835188667,0.06824196835188667,0.6824196835188667,0.06824196835188667,information,2025-10-24 17:08:40.802528,0.5,Z-reversion (0.68 < 0.80),z_reversion,-16.359945386310457,-0.06388250075698886,0.0
BT_516729_2025-10-24 17:08:43.648582,516729,Will 8+ Fed rate cuts happen in 2025?,2025-10-24 17:08:43.648582,0.53296699155546,YES,246.89371168437387,0.06593398311092002,0.6593398311092002,0.06593398311092002,0.6593398311092002,0.06593398311092002,information,2025-10-24 17:08:43.648582,0.5,Z-reversion (0.66 < 0.80),z_reversion,-15.27175798343594,-0.061855597209211965,0.0
BT_516730_2025-10-24 17:08:46.347434,516730,Will 7 Fed rate cuts happen in 2025?,2025-10-24 17:08:46.347434,0.5326536429419918,YES,244.048328203284,0.0653072858839836,0.653072858839836,0.0653072858839836,0.653072858839836,0.0653072858839836,information,2025-10-24 17:08:46.347434,0.5,Z-reversion (0.65 < 0.80),z_reversion,-14.961067243856112,-0.06130370715506008,0.0
BT_516711_2025-10-24 17:10:14.803980,516711,Fed emergency rate cut in 2025?,2025-10-24 17:10:14.803980,0.5525717792266187,YES,392.12689948159823,0.10514355845323742,1.0514355845323742,0.10514355845323742,1.0514355845323742,0.10514355845323742,information,2025-10-24 17:10:14.803980,0.5,Stop loss (-9.5%),stop_loss,-37.30702428780862,-0.09514018124522818,0.0
BT_516715_2025-10-24 17:10:25.988922,516715,Ukraine joins NATO in 2025?,2025-10-24 17:10:25.988922,0.5402900557974494,YES,299.01582445576287,0.08058011159489875,0.8058011159489875,0.08058011159489875,0.8058011159489875,0.08058011159489875,information,2025-10-24 17:10:25.988922,0.5,Stop loss (-7.5%),stop_loss,-22.29795666674176,-0.07457115925996945,0.0
BT_516719_2025-10-24 17:10:34.318348,516719,Russia x Ukraine ceasefire in 2025?,2025-10-24 17:10:34.318348,0.55534711271761,YES,409.52883155014666,0.1106942254352199,1.106942254352199,0.1106942254352199,1.106942254352199,0.1106942254352199,information,2025-10-24 17:10:34.318348,0.5,Stop loss (-10.0%),stop_loss,-40.814542620018415,-0.09966219585939137,0.0
BT_516724_2025-10-24 17:10:42.769472,516724,Will 1 Fed rate cut happen in 2025?,2025-10-24 17:10:42.769472,0.5655693267160509,YES,482.4896818119469,0.13113865343210174,1.3113865343210174,0.13113865343210174,1.3113865343210174,0.13113865343210174,information,2025-10-24 17:10:42.769472,0.5,Stop loss (-11.6%),stop_loss,-55.93748120596783,-0.11593508278954197,0.0
BT_516729_2025-10-24 17:10:57.124520,516729,Will 8+ Fed rate cuts happen in 2025?,2025-10-24 17:10:57.124520,0.5634540064960328,YES,463.3747119357343,0.12690801299206567,1.2690801299206567,0.12690801299206567,1.2690801299206567,0.12690801299206567,information,2025-10-24 17:10:57.124520,0.5,Stop loss (-11.3%),stop_loss,-52.18346420875871,-0.11261612441206344,0.0
BT_516711_2025-10-24 17:12:28.662933,516711,Fed emergency rate cut in 2025?,2025-10-24 17:12:28.662933,0.5569568270227303,YES,412.9566669616428,0.11391365404546061,1.139136540454606,0.11391365404546061,1.139136540454606,0.11391365404546061,information,2025-10-24 17:12:28.662933,0.5,Stop loss (-10.2%),stop_loss,-42.23074447933397,-0.10226434843648267,0.0
BT_516719_2025-10-24 17:12:48.160827,516719,Russia x Ukraine ceasefire in 2025?,2025-10-24 17:12:48.160827,0.5471340845611153,YES,339.7478841758536,0.09426816912223068,0.9426816912223068,0.09426816912223068,0.9426816912223068,0.09426816912223068,information,2025-10-24 17:12:48.160827,0.5,Stop loss (-8.6%),stop_loss,-29.268338336205336,-0.0861472276926853,0.0
BT_516727_2025-10-24 17:13:04.959552,516727,Will 4 Fed rate cuts happen in 2025?,2025-10-24 17:13:04.959552,0.5431602955922167,YES,309.8411276655632,0.08632059118443336,0.8632059118443336,0.08632059118443336,0.8632059118443336,0.08632059118443336,information,2025-10-24 17:13:04.959552,0.5,Stop loss (-7.9%),stop_loss,-24.620420095491017,-0.07946143328675799,0.0
BT_516717_2025-10-24 17:14:58.622797,516717,Nuclear weapon detonation in 2025?,2025-10-24 17:14:58.622797,0.5573526831167085,YES,410.3140489670911,0.11470536623341698,1.1470536623341698,0.11470536623341698,1.1470536623341698,0.11470536623341698,information,2025-10-24 17:14:58.622797,0.5,Stop loss (-10.3%),stop_loss,-42.222119569155296,-0.10290195930518013,0.0
BT_516729_2025-10-24 17:15:24.466580,516729,Will 8+ Fed rate cuts happen in 2025?,2025-10-24 17:15:24.466580,0.5828287707513612,YES,589.0785277934527,0.16565754150272238,1.6565754150272238,0.16565754150272238,1.6565754150272238,0.16565754150272238,information,2025-10-24 17:15:24.466580,0.5,Stop loss (-14.2%),stop_loss,-83.71695561674413,-0.1421151029393786,0.0
BT_516717_2025-10-24 17:17:12.928151,516717,Nuclear weapon detonation in 2025?,2025-10-24 17:17:12.928151,0.53795943900496,YES,266.7898236983043,0.07591887800992003,0.7591887800992003,0.07591887800992003,0.7591887800992003,0.07591887800992003,information,2025-10-24 17:17:12.928151,0.5,Z-reversion (0.76 < 0.80),z_reversion,-18.825196298352235,-0.0705618978917294,0.0
BT_516720_2025-10-24 17:17:18.568151,516720,Putin out as President of Russia in 2025?,2025-10-24 17:17:18.568151,0.5621399167308209,YES,435.5673597342056,0.12427983346164173,1.2427983346164173,0.12427983346164173,1.2427983346164173,0.12427983346164173,information,2025-10-24 17:17:18.568151,0.5,Stop loss (-11.1%),stop_loss,-48.148367797740946,-0.11054172614569265,0.0
BT_516721_2025-10-24 17:17:21.445518,516721,Netanyahu out by 2025?,2025-10-24 17:17:21.445518,0.5536982493610741,YES,373.8103334624028,0.10739649872214829,1.073964987221483,0.10739649872214829,1.073964987221483,0.10739649872214829,information,2025-10-24 17:17:21.445518,0.5,Stop loss (-9.7%),stop_loss,-36.25252657593384,-0.09698107122974989,0.0
BT_516727_2025-10-24 17:17:32.572787,516727,Will 4 Fed rate cuts happen in 2025?,2025-10-24 17:17:32.572787,0.6006977034641743,YES,697.3377087297137,0.20139540692834856,2.0139540692834856,0.20139540692834856,2.0139540692834856,0.20139540692834856,information,2025-10-24 17:17:32.572787,0.5,Stop loss (-16.8%),stop_loss,-116.8979095526697,-0.16763457373560597,0.0
BT_516728_2025-10-24 17:17:35.357466,516728,Will 5 Fed rate cuts happen in 2025?,2025-10-24 17:17:35.357466,0.5256133613004417,YES,174.3799333158965,0.051226722600883345,0.5122672260088335,0.051226722600883345,0.5122672260088335,0.051226722600883345,information,2025-10-24 17:17:35.357466,0.5,Z-reversion (0.51 < 0.80),z_reversion,-8.497607870006082,-0.04873042275232616,0.0
BT_516711_2025-10-24 17:19:09.210897,516711,Fed emergency rate cut in 2025?,2025-10-24 17:19:09.210897,0.5647473453882856,YES,440.260270030117,0.12949469077657128,1.2949469077657128,0.12949469077657128,1.2949469077657128,0.12949469077657128,information,2025-10-24 17:19:09.210897,0.5,Stop loss (-11.5%),stop_loss,-50.475108908712315,-0.11464833950440145,0.0
BT_516715_2025-10-24 17:19:20.658960,516715,Ukraine joins NATO in 2025?,2025-10-24 17:19:20.658960,0.5335956170901716,YES,226.7432053469604,0.06719123418034312,0.6719123418034312,0.06719123418034312,0.6719123418034312,0.06719123418034312,information,2025-10-24 17:19:20.658960,0.5,Z-reversion (0.67 < 0.80),z_reversion,-14.27593792125796,-0.06296081904378589,0.0
BT_516717_2025-10-24 17:19:26.076461,516717,Nuclear weapon detonation in 2025?,2025-10-24 17:19:26.076461,0.5659645837001189,YES,444.2658071483699,0.13192916740023786,1.3192916740023786,0.13192916740023786,1.3192916740023786,0.13192916740023786,information,2025-10-24 17:19:26.076461,0.5,Stop loss (-11.7%),stop_loss,-51.78028778611255,-0.11655249391907326,0.0
BT_516720_2025-10-24 17:19:31.588981,516720,Putin out as President of Russia in 2025?,2025-10-24 17:19:31.588981,0.5391488787172577,YES,261.6371964221549,0.07829775743451539,0.7829775743451539,0.07829775743451539,0.7829775743451539,0.07829775743451539,information,2025-10-24 17:19:31.588981,0.5,Z-reversion (0.78 < 0.80),z_reversion,-18.998097325221067,-0.07261237157795943,0.0
BT_516727_2025-10-24 17:19:45.991606,516727,Will 4 Fed rate cuts happen in 2025?,2025-10-24 17:19:45.991606,0.5355868598838238,YES,237.15566516568708,0.07117371976764764,0.7117371976764764,0.07117371976764764,0.7117371976764764,0.07117371976764764,information,2025-10-24 17:19:45.991606,0.5,Z-reversion (0.71 < 0.80),z_reversion,-15.757715618222997,-0.06644460973434467,0.0
BT_516706_2025-10-24 17:21:17.229244,516706,Fed rate hike in 2025?,2025-10-24 17:21:17.229244,0.6002143023030767,YES,666.2625661166446,0.20042860460615342,2.004286046061534,0.20042860460615342,2.004286046061534,0.20042860460615342,information,2025-10-24 17:21:17.229244,0.5,Stop loss (-16.7%),stop_loss,-111.24199799611272,-0.16696420248325528,0.0
BT_516710_2025-10-24 17:21:20.047122,516710,US recession in 2025?,2025-10-24 17:21:20.047122,0.5880705289778292,YES,575.7290286840667,0.17614105795565838,1.7614105795565838,0.17614105795565838,1.7614105795565838,0.17614105795565838,information,2025-10-24 17:21:20.047122,0.5,Stop loss (-15.0%),stop_loss,-86.22224309086091,-0.14976184766631884,0.0
BT_516711_2025-10-24 17:21:22.949069,516711,Fed emergency rate cut in 2025?,2025-10-24 17:21:22.949069,0.54630829442453,YES,298.7308152258893,0.09261658884905999,0.9261658884905999,0.09261658884905999,0.9261658884905999,0.09261658884905999,information,2025-10-24 17:21:22.949069,0.5,Stop loss (-8.5%),stop_loss,-25.322175567062366,-0.08476586370212483,0.0
BT_516715_2025-10-24 17:21:34.634216,516715,Ukraine joins NATO in 2025?,2025-10-24 17:21:34.634216,0.5254459799338757,YES,163.50547535629306,0.0508919598677513,0.508919598677513,0.0508919598677513,0.508919598677513,0.0508919598677513,information,2025-10-24 17:21:34.634216,0.5,Z-reversion (0.51 < 0.80),z_reversion,-7.918144212500428,-0.04842739483339065,0.0
BT_516706_2025-10-24 17:23:31.314258,516706,Fed rate hike in 2025?,2025-10-24 17:23:31.314258,0.5862695904873473,YES,553.6500624020503,0.17253918097469456,1.7253918097469456,0.17253918097469456,1.7253918097469456,0.17253918097469456,information,2025-10-24 17:23:31.314258,0.5,Stop loss (-14.7%),stop_loss,-81.46962580306295,-0.14715003453553527,0.0
BT_516724_2025-10-24 17:24:04.876547,516724,Will 1 Fed rate cut happen in 2025?,2025-10-24 17:24:04.876547,0.5451529733520143,YES,286.0984434679409,0.09030594670402858,0.9030594670402858,0.09030594670402858,0.9030594670402858,0.09030594670402858,information,2025-10-24 17:24:04.876547,0.5,Stop loss (-8.3%),stop_loss,-23.696459572677064,-0.08282624430053007,0.0
BT_516706_2025-10-24 17:25:43.944148,516706,Fed rate hike in 2025?,2025-10-24 17:25:43.944148,0.5853778535538019,YES,538.9483313026552,0.1707557071076038,1.707557071076038,0.1707557071076038,1.707557071076038,0.1707557071076038,information,2025-10-24 17:25:43.944148,0.5,Stop loss (-14.6%),stop_loss,-78.6060685823244,-0.14585084323822106,0.0
BT_516710_2025-10-24 17:25:47.039992,516710,US recession in 2025?,2025-10-24 17:25:47.039992,0.540633980000169,YES,253.30822152325175,0.08126796000033809,0.8126796000033809,0.08126796000033809,0.8126796000033809,0.08126796000033809,information,2025-10-24 17:25:47.039992,0.5,Stop loss (-7.5%),stop_loss,-19.03861316162736,-0.07515987063957086,0.0
BT_516711_2025-10-24 17:25:49.757400,516711,Fed emergency rate cut in 2025?,2025-10-24 17:25:49.757400,0.5387154117103077,YES,240.61096838335988,0.07743082342061536,0.7743082342061536,0.07743082342061536,0.7743082342061536,0.07743082342061536,information,2025-10-24 17:25:49.757400,0.5,Z-reversion (0.77 < 0.80),z_reversion,-17.29178802106909,-0.07186616693848506,0.0
BT_516720_2025-10-24 17:26:12.117290,516720,Putin out as President of Russia in 2025?,2025-10-24 17:26:12.117290,0.5590179550162554,YES,365.7679616435725,0.1180359100325108,1.180359100325108,0.1180359100325108,1.180359100325108,0.1180359100325108,information,2025-10-24 17:26:12.117290,0.5,Stop loss (-10.6%),stop_loss,-38.61571334688182,-0.10557434602353559,0.0
BT_516724_2025-10-24 17:26:17.913498,516724,Will 1 Fed rate cut happen in 2025?,2025-10-24 17:26:17.913498,0.5267045978678228,YES,164.47242202393124,0.05340919573564551,0.5340919573564551,0.05340919573564551,0.5340919573564551,0.05340919573564551,information,2025-10-24 17:26:17.913498,0.5,Z-reversion (0.53 < 0.80),z_reversion,-8.338962500566854,-0.05070128108986873,0.0
BT_516727_2025-10-24 17:26:26.319435,516727,Will 4 Fed rate cuts happen in 2025?,2025-10-24 17:26:26.319435,0.5389451990599482,YES,239.53697388867954,0.0778903981198964,0.778903981198964,0.0778903981198964,0.778903981198964,0.0778903981198964,information,2025-10-24 17:26:26.319435,0.5,Z-reversion (0.78 < 0.80),z_reversion,-17.309394622280642,-0.0722618906855059,0.0
BT_516713_2025-10-24 17:28:08.458138,516713,USDT depeg in 2025?,2025-10-24 17:28:08.458138,0.529753132072573,YES,182.48508867366186,0.05950626414514604,0.5950626414514604,0.05950626414514604,0.5950626414514604,0.05950626414514604,information,2025-10-24 17:28:08.458138,0.5,Z-reversion (0.60 < 0.80),z_reversion,-10.24911910070378,-0.05616414565812707,0.0
BT_516716_2025-10-24 17:28:16.737243,516716,Khamenei out as Supreme Leader of Iran in 2025?,2025-10-24 17:28:16.737243,0.5610086925446475,YES,373.5597463817141,0.12201738508929494,1.2201738508929494,0.12201738508929494,1.2201738508929494,0.12201738508929494,information,2025-10-24 17:28:16.737243,0.5,Stop loss (-10.9%),stop_loss,-40.62395470324147,-0.10874821255963363,0.0
